Education,Marital_Status,Income,Child_Status,Total_Spend_2_Years,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Income_Group,Web_Frequency
Master,No Partner,60482.0,1 or More,507,7,2,7,Middle,High
Bachelor,With Partner,34633.0,1 or More,15,1,0,2,Middle,Low
Master,With Partner,78093.0,No Child,1105,4,7,5,Upper Middle,Normal
Bachelor,No Partner,82460.0,No Child,974,5,3,6,Upper Middle,Normal
Master,With Partner,45903.0,1 or More,66,2,1,3,Middle,Low
Bachelor,No Partner,81361.0,No Child,778,3,10,13,Upper Middle,Low
PhD,No Partner,35860.0,1 or More,49,1,1,2,Middle,Low
Master,With Partner,40442.0,1 or More,169,3,1,4,Middle,Low
Bachelor,With Partner,61482.0,No Child,299,3,2,6,Middle,Low
Bachelor,With Partner,34968.0,1 or More,221,3,2,5,Middle,Low
Bachelor,With Partner,75794.0,No Child,1682,7,5,12,Upper Middle,High
PhD,With Partner,31497.0,1 or More,155,3,1,4,Middle,Low
Bachelor,With Partner,74268.0,No Child,892,4,3,5,Upper Middle,Normal
Bachelor,With Partner,13724.0,1 or More,58,2,0,2,Low,Low
Master,With Partner,45143.0,1 or More,311,6,1,5,Middle,Normal
PhD,No Partner,52569.0,1 or More,95,2,0,4,Middle,Low
PhD,No Partner,48432.0,1 or More,424,7,1,6,Middle,High
Master,With Partner,17144.0,1 or More,47,3,0,4,Low,Low
Bachelor,No Partner,36108.0,1 or More,339,7,1,4,Middle,High
Bachelor,With Partner,76445.0,1 or More,1410,2,5,13,Upper Middle,Low
PhD,With Partner,36663.0,1 or More,35,1,1,3,Middle,Low
Master,With Partner,53843.0,1 or More,562,8,5,3,Middle,High
Master,With Partner,90226.0,No Child,2352,4,7,12,Upper Middle,Normal
Master,No Partner,70638.0,No Child,1334,4,5,10,Upper Middle,Normal
Bachelor,With Partner,44512.0,1 or More,32,1,0,3,Middle,Low
Bachelor,With Partner,27116.0,1 or More,41,2,0,3,Low,Low
PhD,With Partner,54072.0,1 or More,39,2,0,2,Middle,Low
Bachelor,With Partner,71855.0,1 or More,1141,5,5,11,Upper Middle,Normal
Master,No Partner,51250.0,1 or More,710,10,5,4,Middle,High
Master,With Partner,60432.0,1 or More,401,7,2,5,Middle,High
PhD,With Partner,65526.0,1 or More,506,4,4,8,Upper Middle,Normal
Bachelor,No Partner,68655.0,No Child,1538,4,5,11,Upper Middle,Normal
Master,With Partner,12393.0,No Child,57,2,0,3,Low,Low
Bachelor,No Partner,64509.0,No Child,1722,6,3,9,Middle,Normal
Bachelor,No Partner,33955.0,1 or More,270,5,1,5,Middle,Normal
Bachelor,With Partner,31353.0,1 or More,31,1,1,2,Middle,Low
Bachelor,With Partner,55434.0,1 or More,882,5,3,13,Middle,Normal
Bachelor,With Partner,28359.0,1 or More,16,1,0,2,Low,Low
Bachelor,No Partner,57100.0,1 or More,311,3,2,7,Middle,Low
Bachelor,With Partner,69139.0,1 or More,227,4,1,5,Upper Middle,Normal
Master,With Partner,52973.0,1 or More,1152,9,6,9,Middle,High
PhD,With Partner,51717.0,1 or More,122,3,0,4,Middle,Low
Bachelor,With Partner,18793.0,1 or More,77,2,0,4,Low,Low
Master,With Partner,66664.0,No Child,1289,5,7,6,Upper Middle,Normal
Bachelor,No Partner,50664.0,1 or More,561,8,1,6,Middle,High
Bachelor,With Partner,54414.0,1 or More,211,3,1,5,Middle,Low
PhD,With Partner,54549.0,1 or More,233,5,1,4,Middle,Normal
PhD,No Partner,47111.0,1 or More,1092,3,2,10,Middle,Low
PhD,No Partner,41003.0,No Child,601,6,2,8,Middle,Normal
Bachelor,With Partner,19444.0,1 or More,54,4,1,2,Low,Normal
Master,With Partner,36301.0,1 or More,78,3,0,3,Middle,Low
PhD,With Partner,73059.0,1 or More,1095,9,3,13,Upper Middle,High
PhD,With Partner,42731.0,1 or More,244,4,1,5,Middle,Normal
PhD,With Partner,52854.0,1 or More,116,2,1,4,Middle,Low
Bachelor,With Partner,22775.0,1 or More,15,1,0,2,Low,Low
PhD,With Partner,46681.0,1 or More,425,4,6,4,Middle,Normal
PhD,With Partner,59821.0,1 or More,734,11,2,7,Middle,High
Bachelor,No Partner,50002.0,1 or More,638,8,2,7,Middle,High
Bachelor,With Partner,69755.0,No Child,894,3,6,12,Upper Middle,Low
Bachelor,With Partner,44078.0,1 or More,41,2,0,3,Middle,Low
Master,With Partner,30560.0,1 or More,31,1,0,3,Middle,Low
Master,With Partner,35924.0,1 or More,34,1,0,3,Middle,Low
PhD,No Partner,64140.0,1 or More,1750,2,5,6,Middle,Low
Bachelor,With Partner,56386.0,1 or More,612,9,1,7,Middle,High
Bachelor,With Partner,24594.0,1 or More,29,1,0,3,Low,Low
Master,With Partner,75774.0,1 or More,823,7,5,8,Upper Middle,High
Master,No Partner,39228.0,No Child,20,0,0,3,Middle,
Master,With Partner,58494.0,1 or More,396,6,2,6,Middle,Normal
Bachelor,No Partner,58684.0,No Child,813,5,3,12,Middle,Normal
Bachelor,No Partner,57136.0,No Child,1179,7,5,7,Middle,High
PhD,No Partner,56551.0,1 or More,138,2,1,4,Middle,Low
Bachelor,With Partner,22448.0,1 or More,55,2,1,3,Low,Low
Bachelor,No Partner,82014.0,No Child,1511,3,6,12,Upper Middle,Low
Bachelor,No Partner,34213.0,1 or More,117,3,1,2,Middle,Low
Bachelor,With Partner,157146.0,No Child,1730,0,28,0,High,
PhD,No Partner,25358.0,1 or More,32,1,0,3,Low,Low
Master,No Partner,35544.0,1 or More,67,2,0,3,Middle,Low
Master,With Partner,36634.0,1 or More,335,5,2,5,Middle,Normal
PhD,With Partner,62670.0,1 or More,825,5,3,13,Middle,Normal
Master,With Partner,50334.0,1 or More,694,7,4,6,Middle,High
Bachelor,No Partner,72066.0,No Child,1792,4,6,6,Upper Middle,Normal
PhD,No Partner,50729.0,1 or More,496,6,2,7,Middle,Normal
Bachelor,With Partner,34916.0,1 or More,231,5,1,3,Middle,Normal
Bachelor,No Partner,64892.0,1 or More,902,6,4,12,Middle,Normal
Bachelor,No Partner,43602.0,1 or More,68,3,1,2,Middle,Low
PhD,No Partner,33996.0,No Child,71,1,1,3,Middle,Low
Master,No Partner,41473.0,1 or More,76,2,0,3,Middle,Low
PhD,With Partner,63246.0,1 or More,772,6,3,12,Middle,Normal
PhD,With Partner,36732.0,1 or More,47,1,1,4,Middle,Low
PhD,With Partner,69084.0,1 or More,1586,7,3,13,Upper Middle,High
PhD,With Partner,77766.0,1 or More,1529,11,10,11,Upper Middle,High
PhD,No Partner,37929.0,No Child,265,4,2,5,Middle,Normal
Bachelor,With Partner,86610.0,No Child,1603,5,6,6,Upper Middle,Normal
Master,With Partner,80141.0,No Child,2091,7,4,10,Upper Middle,High
Master,With Partner,72635.0,No Child,981,6,8,6,Upper Middle,Normal
Bachelor,With Partner,69016.0,1 or More,1533,8,9,13,Upper Middle,High
Master,With Partner,20193.0,No Child,82,1,1,4,Low,Low
Bachelor,With Partner,27573.0,1 or More,244,5,1,4,Low,Normal
Bachelor,No Partner,15862.0,1 or More,36,1,0,3,Low,Low
PhD,With Partner,49544.0,1 or More,404,5,1,8,Middle,Normal
Bachelor,With Partner,33228.0,1 or More,71,2,0,3,Middle,Low
Bachelor,With Partner,70440.0,No Child,1572,5,10,7,Upper Middle,Normal
Bachelor,With Partner,38232.0,1 or More,122,3,1,3,Middle,Low
PhD,With Partner,22554.0,1 or More,41,2,0,4,Low,Low
PhD,With Partner,23536.0,1 or More,10,0,0,3,Low,
Bachelor,With Partner,49413.0,1 or More,304,4,2,5,Middle,Normal
Bachelor,With Partner,42231.0,1 or More,37,1,0,3,Middle,Low
Master,No Partner,78789.0,No Child,1754,4,6,5,Upper Middle,Normal
Bachelor,With Partner,56534.0,1 or More,815,10,4,7,Middle,High
Bachelor,No Partner,58350.0,1 or More,1001,8,3,12,Middle,High
Bachelor,No Partner,81217.0,No Child,1157,3,7,11,Upper Middle,Low
Bachelor,No Partner,49090.0,1 or More,688,7,2,9,Middle,High
Master,No Partner,61787.0,No Child,1319,8,4,6,Middle,High
PhD,With Partner,18169.0,1 or More,21,1,0,2,Low,Low
Master,No Partner,24336.0,1 or More,31,1,0,2,Low,Low
Bachelor,With Partner,18222.0,No Child,67,2,0,3,Low,Low
Bachelor,No Partner,62335.0,1 or More,708,3,3,13,Middle,Low
Master,With Partner,42033.0,1 or More,25,1,0,2,Middle,Low
PhD,With Partner,86580.0,No Child,746,4,2,5,Upper Middle,Normal
PhD,No Partner,41437.0,1 or More,32,1,0,3,Middle,Low
Master,No Partner,73705.0,1 or More,1695,9,6,8,Upper Middle,High
Bachelor,With Partner,61064.0,1 or More,1080,8,4,11,Middle,High
Master,With Partner,38452.0,1 or More,72,3,0,3,Middle,Low
Bachelor,No Partner,18358.0,1 or More,57,3,0,4,Low,Low
PhD,With Partner,55012.0,1 or More,660,8,2,9,Middle,High
Bachelor,With Partner,9722.0,1 or More,103,3,1,3,Low,Low
PhD,With Partner,38175.0,1 or More,153,3,1,4,Middle,Low
Master,With Partner,58656.0,1 or More,1220,7,8,13,Middle,High
Bachelor,With Partner,52117.0,1 or More,279,5,2,4,Middle,Normal
Bachelor,With Partner,64813.0,1 or More,745,7,2,10,Middle,High
PhD,With Partner,54222.0,1 or More,264,3,3,5,Middle,Low
Bachelor,With Partner,83512.0,No Child,2157,4,7,10,Upper Middle,Normal
Master,With Partner,77520.0,1 or More,1526,8,7,7,Upper Middle,High
Bachelor,With Partner,41154.0,1 or More,69,1,0,4,Middle,Low
Bachelor,With Partner,80398.0,No Child,1597,5,8,12,Upper Middle,Normal
Bachelor,No Partner,18746.0,1 or More,64,3,0,3,Low,Low
Bachelor,With Partner,35196.0,1 or More,497,6,1,5,Middle,Normal
Bachelor,No Partner,60230.0,1 or More,1067,6,3,6,Middle,Normal
Bachelor,With Partner,22108.0,1 or More,31,2,0,3,Low,Low
Bachelor,With Partner,44392.0,1 or More,211,4,1,4,Middle,Normal
PhD,With Partner,55424.0,1 or More,877,7,5,9,Middle,High
Bachelor,With Partner,17688.0,1 or More,11,1,0,2,Low,Low
PhD,With Partner,92491.0,No Child,2034,7,5,12,Upper Middle,High
Bachelor,No Partner,90273.0,No Child,1991,5,6,7,Upper Middle,Normal
PhD,No Partner,82571.0,No Child,1686,6,5,13,Upper Middle,Normal
PhD,No Partner,38513.0,1 or More,324,6,1,5,Middle,Normal
Master,No Partner,16653.0,1 or More,69,2,1,3,Low,Low
Bachelor,With Partner,42586.0,1 or More,252,4,1,6,Middle,Normal
Bachelor,No Partner,23529.0,1 or More,54,1,1,2,Low,Low
Master,With Partner,74881.0,1 or More,964,9,2,12,Upper Middle,High
Bachelor,With Partner,71107.0,1 or More,1327,7,6,13,Upper Middle,High
PhD,With Partner,46910.0,1 or More,68,2,0,3,Middle,Low
Bachelor,With Partner,18690.0,No Child,60,1,1,2,Low,Low
Bachelor,No Partner,37244.0,1 or More,55,1,1,2,Middle,Low
Bachelor,With Partner,82427.0,No Child,1456,3,5,12,Upper Middle,Low
Master,No Partner,75342.0,1 or More,563,5,2,10,Upper Middle,Normal
Bachelor,No Partner,70044.0,1 or More,1504,7,10,5,Upper Middle,High
Bachelor,No Partner,79146.0,1 or More,564,8,1,8,Upper Middle,High
Bachelor,With Partner,77437.0,No Child,1125,4,5,13,Upper Middle,Normal
Bachelor,With Partner,54984.0,1 or More,358,6,1,6,Middle,Normal
PhD,With Partner,42403.0,1 or More,42,1,0,3,Middle,Low
Bachelor,With Partner,55761.0,1 or More,184,4,1,3,Middle,Normal
Bachelor,With Partner,37292.0,1 or More,460,6,3,5,Middle,Normal
PhD,No Partner,45576.0,No Child,145,3,1,3,Middle,Low
Bachelor,With Partner,70321.0,No Child,1376,6,5,13,Upper Middle,Normal
PhD,No Partner,58086.0,1 or More,792,11,3,7,Middle,High
Bachelor,With Partner,81795.0,No Child,1382,4,11,7,Upper Middle,Normal
Bachelor,With Partner,28389.0,No Child,28,1,0,2,Low,Low
Master,With Partner,66835.0,No Child,1033,6,4,13,Upper Middle,Normal
Bachelor,No Partner,69901.0,1 or More,882,7,3,10,Upper Middle,High
PhD,With Partner,80360.0,No Child,2231,4,4,5,Upper Middle,Normal
PhD,With Partner,63342.0,1 or More,1101,8,3,5,Middle,High
Bachelor,With Partner,44989.0,1 or More,369,5,1,5,Middle,Normal
Master,No Partner,31859.0,1 or More,48,1,0,3,Middle,Low
PhD,No Partner,51569.0,1 or More,467,7,1,7,Middle,High
Bachelor,No Partner,30372.0,1 or More,44,2,0,3,Middle,Low
Bachelor,No Partner,16014.0,1 or More,38,1,1,4,Low,Low
Bachelor,With Partner,41120.0,1 or More,81,2,1,3,Middle,Low
Master,No Partner,39763.0,1 or More,167,5,1,2,Middle,Normal
PhD,With Partner,38725.0,1 or More,45,1,0,4,Middle,Low
Bachelor,With Partner,77981.0,1 or More,664,7,4,7,Upper Middle,High
Master,With Partner,62905.0,1 or More,622,7,2,8,Middle,High
Master,No Partner,13533.0,1 or More,48,2,0,3,Low,Low
Bachelor,With Partner,59481.0,1 or More,461,3,3,8,Middle,Low
Bachelor,With Partner,72117.0,1 or More,1073,9,7,9,Upper Middle,High
Master,With Partner,21955.0,1 or More,55,2,1,3,Low,Low
Bachelor,With Partner,67131.0,1 or More,976,9,2,12,Upper Middle,High
PhD,No Partner,36802.0,1 or More,20,1,0,3,Middle,Low
Bachelor,With Partner,71853.0,No Child,1149,2,8,6,Upper Middle,Low
Bachelor,With Partner,28249.0,No Child,43,2,0,3,Low,Low
Master,With Partner,47808.0,1 or More,224,3,2,3,Middle,Low
PhD,No Partner,25509.0,1 or More,101,3,0,3,Low,Low
PhD,With Partner,51012.0,No Child,209,4,1,4,Middle,Normal
Bachelor,No Partner,70596.0,No Child,968,3,5,12,Upper Middle,Low
PhD,With Partner,85431.0,No Child,1165,2,7,7,Upper Middle,Low
Bachelor,With Partner,42664.0,1 or More,24,1,0,3,Middle,Low
Bachelor,With Partner,42586.0,1 or More,252,4,1,6,Middle,Normal
Bachelor,No Partner,29760.0,1 or More,165,3,1,4,Low,Low
PhD,With Partner,28973.0,No Child,269,5,1,5,Low,Normal
PhD,With Partner,39435.0,1 or More,102,3,1,2,Middle,Low
Master,With Partner,65370.0,No Child,461,2,3,13,Upper Middle,Low
Bachelor,No Partner,20194.0,1 or More,47,2,0,3,Low,Low
PhD,No Partner,42473.0,1 or More,144,2,1,4,Middle,Low
Bachelor,With Partner,64590.0,No Child,1338,9,4,10,Middle,High
Bachelor,With Partner,71232.0,1 or More,917,11,2,10,Upper Middle,High
Bachelor,With Partner,34600.0,1 or More,318,5,2,5,Middle,Normal
Bachelor,No Partner,46904.0,1 or More,253,5,1,4,Middle,Normal
Bachelor,With Partner,49094.0,1 or More,502,6,3,6,Middle,Normal
Bachelor,With Partner,36075.0,1 or More,119,2,0,4,Middle,Low
Master,With Partner,60839.0,1 or More,1250,2,2,12,Middle,Low
Bachelor,With Partner,77298.0,1 or More,969,6,6,11,Upper Middle,Normal
Bachelor,With Partner,34026.0,1 or More,76,2,1,3,Middle,Low
PhD,No Partner,48918.0,1 or More,62,1,0,4,Middle,Low
Master,With Partner,82122.0,No Child,1382,3,9,13,Upper Middle,Low
Bachelor,No Partner,37697.0,1 or More,84,2,1,3,Middle,Low
Bachelor,With Partner,34074.0,1 or More,255,3,3,3,Middle,Low
Master,With Partner,28520.0,1 or More,43,1,1,2,Low,Low
Bachelor,No Partner,62535.0,1 or More,398,3,2,8,Middle,Low
Master,No Partner,36273.0,1 or More,76,3,0,3,Middle,Low
Bachelor,With Partner,63404.0,1 or More,902,6,3,4,Middle,Normal
Master,With Partner,75774.0,1 or More,823,7,5,8,Upper Middle,High
Bachelor,With Partner,78416.0,1 or More,1179,7,7,10,Upper Middle,High
Bachelor,With Partner,75702.0,1 or More,1921,10,5,13,Upper Middle,High
Master,With Partner,59385.0,1 or More,185,3,1,4,Middle,Low
Bachelor,No Partner,37070.0,1 or More,433,5,1,8,Middle,Normal
Bachelor,With Partner,44689.0,1 or More,34,1,1,2,Middle,Low
Bachelor,With Partner,53977.0,1 or More,907,5,5,12,Middle,Normal
PhD,No Partner,7144.0,1 or More,416,23,1,1,Low,High
Bachelor,No Partner,18701.0,1 or More,44,2,0,4,Low,Low
Bachelor,With Partner,90369.0,No Child,1588,4,6,6,Upper Middle,Normal
PhD,No Partner,63159.0,No Child,1797,3,5,8,Middle,Low
Bachelor,With Partner,37758.0,1 or More,40,1,0,3,Middle,Low
PhD,No Partner,46757.0,1 or More,1143,4,4,7,Middle,Normal
Master,With Partner,79734.0,No Child,914,4,3,6,Upper Middle,Normal
Bachelor,With Partner,63207.0,No Child,1502,2,3,6,Middle,Low
Bachelor,No Partner,72071.0,1 or More,1338,5,4,8,Upper Middle,Normal
PhD,With Partner,21840.0,1 or More,27,1,0,3,Low,Low
Master,With Partner,58582.0,1 or More,763,9,2,9,Middle,High
Bachelor,No Partner,72282.0,No Child,1331,5,7,9,Upper Middle,Normal
Bachelor,With Partner,50387.0,1 or More,525,6,2,8,Middle,Normal
PhD,With Partner,32583.0,1 or More,9,1,0,2,Middle,Low
Bachelor,With Partner,62568.0,1 or More,953,5,3,5,Middle,Normal
Master,No Partner,44635.0,1 or More,68,2,0,3,Middle,Low
Master,No Partner,33316.0,1 or More,131,2,1,4,Middle,Low
Bachelor,With Partner,63967.0,1 or More,882,4,4,12,Middle,Normal
Master,With Partner,52513.0,No Child,1149,9,5,9,Middle,High
Bachelor,With Partner,25293.0,1 or More,37,1,1,2,Low,Low
PhD,No Partner,54111.0,1 or More,388,5,2,6,Middle,Normal
Bachelor,With Partner,78394.0,No Child,1428,4,6,5,Upper Middle,Normal
Master,With Partner,80739.0,No Child,1633,3,11,9,Upper Middle,Low
Master,With Partner,22669.0,1 or More,173,4,1,2,Low,Normal
Bachelor,No Partner,29236.0,1 or More,99,4,0,3,Low,Normal
Bachelor,With Partner,44911.0,1 or More,215,4,1,4,Middle,Normal
PhD,With Partner,54693.0,1 or More,929,6,4,13,Middle,Normal
Bachelor,With Partner,48186.0,1 or More,219,4,1,4,Middle,Normal
Bachelor,With Partner,54809.0,1 or More,174,2,1,5,Middle,Low
Bachelor,With Partner,41580.0,1 or More,92,2,1,3,Middle,Low
PhD,With Partner,80336.0,No Child,1052,2,9,13,Upper Middle,Low
Bachelor,With Partner,47743.0,1 or More,275,4,1,6,Middle,Normal
Master,With Partner,62972.0,1 or More,587,7,4,3,Middle,High
PhD,No Partner,57333.0,1 or More,1662,8,5,9,Middle,High
PhD,With Partner,32313.0,1 or More,159,4,0,4,Middle,Normal
Master,No Partner,84953.0,No Child,1024,3,10,4,Upper Middle,Low
Master,No Partner,27071.0,1 or More,35,2,0,3,Low,Low
Master,With Partner,68148.0,No Child,1042,4,4,6,Upper Middle,Normal
Master,With Partner,65735.0,1 or More,395,6,2,6,Upper Middle,Normal
PhD,With Partner,86836.0,No Child,557,6,10,6,Upper Middle,Normal
PhD,With Partner,4023.0,1 or More,9,0,0,0,Low,
Bachelor,With Partner,30093.0,No Child,69,2,0,3,Middle,Low
PhD,With Partner,57705.0,1 or More,486,8,1,6,Middle,High
Bachelor,No Partner,25008.0,1 or More,34,1,0,3,Low,Low
Master,No Partner,83257.0,No Child,1365,5,10,12,Upper Middle,Normal
Bachelor,With Partner,22280.0,1 or More,13,1,0,2,Low,Low
PhD,With Partner,72159.0,No Child,1401,4,6,10,Upper Middle,Normal
Bachelor,With Partner,64260.0,No Child,1574,4,5,4,Middle,Normal
PhD,No Partner,82733.0,No Child,1323,8,4,7,Upper Middle,High
Master,No Partner,74290.0,1 or More,1217,10,8,10,Upper Middle,High
Master,No Partner,58217.0,1 or More,103,2,0,4,Middle,Low
Master,With Partner,21024.0,No Child,84,2,0,4,Low,Low
PhD,With Partner,70116.0,No Child,1536,2,8,12,Upper Middle,Low
Bachelor,With Partner,54006.0,1 or More,581,8,1,7,Middle,High
PhD,With Partner,69063.0,1 or More,928,5,3,5,Upper Middle,Normal
Master,No Partner,11448.0,No Child,14,1,0,2,Low,Low
Bachelor,No Partner,61825.0,1 or More,424,4,2,8,Middle,Normal
Bachelor,With Partner,70886.0,1 or More,960,5,4,4,Upper Middle,Normal
Bachelor,With Partner,69109.0,No Child,1555,6,6,7,Upper Middle,Normal
Bachelor,No Partner,60208.0,1 or More,656,8,3,7,Middle,High
Master,With Partner,32889.0,1 or More,55,2,1,3,Middle,Low
Bachelor,No Partner,34738.0,1 or More,20,1,0,3,Middle,Low
Master,With Partner,30538.0,1 or More,367,9,0,4,Middle,High
Master,With Partner,82326.0,No Child,2257,5,10,6,Upper Middle,Normal
PhD,No Partner,26642.0,1 or More,42,2,0,3,Low,Low
Bachelor,No Partner,69932.0,1 or More,1049,7,6,11,Upper Middle,High
Bachelor,No Partner,44503.0,1 or More,48,2,0,3,Middle,Low
PhD,No Partner,60200.0,1 or More,685,6,2,11,Middle,Normal
Bachelor,No Partner,49638.0,1 or More,39,1,0,3,Middle,Low
Master,No Partner,23830.0,No Child,43,1,0,3,Low,Low
Master,No Partner,33051.0,No Child,835,9,1,8,Middle,High
Bachelor,With Partner,72905.0,No Child,1515,3,7,9,Upper Middle,Low
PhD,With Partner,69702.0,1 or More,1039,7,7,10,Upper Middle,High
Bachelor,No Partner,70300.0,1 or More,1596,5,5,13,Upper Middle,Normal
PhD,With Partner,70643.0,No Child,1828,5,8,4,Upper Middle,Normal
PhD,With Partner,30396.0,1 or More,34,1,1,2,Middle,Low
PhD,No Partner,50616.0,1 or More,149,4,0,4,Middle,Normal
Master,No Partner,62772.0,1 or More,946,5,6,11,Middle,Normal
PhD,No Partner,30298.0,No Child,28,1,1,3,Middle,Low
Bachelor,No Partner,52413.0,1 or More,450,7,1,7,Middle,High
PhD,With Partner,44155.0,1 or More,46,1,1,2,Middle,Low
PhD,No Partner,86979.0,No Child,1702,5,5,5,Upper Middle,Normal
Bachelor,With Partner,76532.0,1 or More,820,9,5,7,Upper Middle,High
Bachelor,With Partner,42081.0,1 or More,382,6,3,4,Middle,Normal
PhD,With Partner,67546.0,No Child,2126,4,10,5,Upper Middle,Normal
Master,With Partner,88420.0,No Child,2069,4,7,8,Upper Middle,Normal
Bachelor,With Partner,31158.0,1 or More,72,2,0,3,Middle,Low
Bachelor,No Partner,61671.0,1 or More,732,10,4,6,Middle,High
Bachelor,No Partner,69719.0,No Child,801,2,3,5,Upper Middle,Low
Bachelor,No Partner,49160.0,1 or More,236,3,1,6,Middle,Low
Bachelor,With Partner,24882.0,1 or More,80,1,1,2,Low,Low
PhD,No Partner,90933.0,No Child,1685,4,6,4,Upper Middle,Normal
PhD,No Partner,113734.0,No Child,277,27,0,0,High,High
PhD,With Partner,59292.0,1 or More,507,3,5,8,Middle,Low
PhD,With Partner,45759.0,1 or More,68,2,0,3,Middle,Low
Bachelor,No Partner,22148.0,No Child,49,1,0,3,Low,Low
Master,With Partner,73395.0,No Child,397,4,4,6,Upper Middle,Normal
Bachelor,No Partner,29819.0,1 or More,39,3,0,3,Low,Low
Bachelor,With Partner,45688.0,1 or More,306,3,1,8,Middle,Low
Bachelor,With Partner,62820.0,No Child,976,3,4,6,Middle,Low
PhD,With Partner,60491.0,1 or More,1028,6,11,7,Middle,Normal
Bachelor,With Partner,33235.0,1 or More,70,3,0,3,Middle,Low
Bachelor,With Partner,35701.0,No Child,46,1,0,3,Middle,Low
Master,With Partner,31535.0,1 or More,51,1,1,2,Middle,Low
Master,With Partner,92556.0,No Child,1263,3,5,13,Upper Middle,Low
Bachelor,No Partner,67384.0,1 or More,1490,7,8,5,Upper Middle,High
Master,With Partner,80573.0,No Child,1564,4,6,13,Upper Middle,Normal
Bachelor,With Partner,77870.0,1 or More,1815,5,5,5,Upper Middle,Normal
PhD,No Partner,52278.0,1 or More,1198,10,5,10,Middle,High
Bachelor,No Partner,57107.0,1 or More,416,4,4,8,Middle,Normal
Bachelor,With Partner,18929.0,No Child,85,1,0,4,Low,Low
PhD,No Partner,36038.0,1 or More,47,3,0,3,Middle,Low
Bachelor,No Partner,20180.0,No Child,137,2,1,4,Low,Low
PhD,With Partner,34230.0,1 or More,21,1,0,2,Middle,Low
Master,No Partner,31878.0,1 or More,70,1,0,4,Middle,Low
Master,With Partner,70932.0,1 or More,909,6,2,12,Upper Middle,Normal
Bachelor,No Partner,91249.0,No Child,1676,7,9,6,Upper Middle,High
Master,No Partner,77598.0,No Child,1735,7,5,13,Upper Middle,High
Bachelor,No Partner,80982.0,1 or More,1191,11,5,11,Upper Middle,High
Master,With Partner,22701.0,1 or More,24,1,0,3,Low,Low
PhD,With Partner,55212.0,1 or More,1182,4,2,11,Middle,Normal
Bachelor,With Partner,70617.0,No Child,1280,3,3,7,Upper Middle,Low
Bachelor,No Partner,64849.0,No Child,1336,9,3,6,Middle,High
Master,With Partner,62694.0,1 or More,749,9,3,7,Middle,High
PhD,With Partner,61917.0,1 or More,91,2,0,4,Middle,Low
PhD,With Partner,67472.0,1 or More,414,4,2,7,Upper Middle,Normal
Master,With Partner,21059.0,1 or More,44,3,0,3,Low,Low
Master,With Partner,29543.0,1 or More,63,3,1,2,Low,Low
Bachelor,With Partner,75903.0,1 or More,901,6,6,9,Upper Middle,Normal
Master,With Partner,34984.0,1 or More,38,1,0,3,Middle,Low
PhD,No Partner,54998.0,1 or More,455,4,2,9,Middle,Normal
PhD,No Partner,54356.0,1 or More,775,11,2,8,Middle,High
Master,With Partner,34242.0,1 or More,15,0,0,3,Middle,
Bachelor,With Partner,25410.0,1 or More,38,1,0,4,Low,Low
PhD,With Partner,73356.0,No Child,1512,5,11,5,Upper Middle,Normal
Bachelor,With Partner,28320.0,1 or More,43,1,0,3,Low,Low
Bachelor,No Partner,23763.0,1 or More,42,1,0,3,Low,Low
Bachelor,With Partner,72570.0,No Child,1089,4,6,12,Upper Middle,Normal
Master,With Partner,34529.0,1 or More,162,2,2,3,Middle,Low
Bachelor,No Partner,70792.0,No Child,1272,3,4,10,Upper Middle,Low
Bachelor,With Partner,63211.0,No Child,1173,3,8,7,Middle,Low
Master,With Partner,83891.0,1 or More,816,4,7,10,Upper Middle,Normal
Bachelor,No Partner,36065.0,1 or More,74,3,0,3,Middle,Low
Bachelor,With Partner,39898.0,1 or More,134,3,0,4,Middle,Low
PhD,No Partner,51141.0,No Child,157,3,1,4,Middle,Low
Bachelor,With Partner,56939.0,1 or More,561,3,3,10,Middle,Low
Bachelor,No Partner,80872.0,No Child,1336,4,4,10,Upper Middle,Normal
PhD,With Partner,72335.0,No Child,2092,10,4,8,Upper Middle,High
PhD,No Partner,61798.0,No Child,463,4,2,9,Middle,Normal
PhD,No Partner,76842.0,No Child,1130,1,8,7,Upper Middle,Low
Bachelor,With Partner,29478.0,1 or More,20,1,0,3,Low,Low
Bachelor,No Partner,46998.0,1 or More,377,5,3,5,Middle,Normal
Bachelor,No Partner,96843.0,No Child,1544,6,11,10,Upper Middle,Normal
PhD,No Partner,56551.0,1 or More,138,2,1,4,Middle,Low
Master,With Partner,70053.0,1 or More,1012,8,5,10,Upper Middle,High
PhD,No Partner,71670.0,No Child,1766,5,3,6,Upper Middle,Normal
Bachelor,With Partner,44359.0,1 or More,45,2,0,4,Middle,Low
Bachelor,No Partner,40887.0,1 or More,161,3,1,3,Middle,Low
Bachelor,No Partner,48877.0,1 or More,144,3,0,4,Middle,Low
Bachelor,With Partner,74485.0,No Child,1734,6,7,12,Upper Middle,Normal
Bachelor,With Partner,64474.0,1 or More,823,8,2,10,Middle,High
Bachelor,With Partner,77226.0,1 or More,1138,6,8,12,Upper Middle,Normal
Bachelor,No Partner,72643.0,No Child,1429,3,10,7,Upper Middle,Low
Master,With Partner,85738.0,No Child,1371,3,6,11,Upper Middle,Low
